"transaction_id","product_id","quantity"
"123000739","P194",1
"123000739","P697",1
"123000768","P1039",1
"123000768","P1302",3
"123000768","P1384",2
"123000768","P29",1
"123000768","P664",2
"123000768","P676",1
"123000768","P795",2
"123000768","P798",1
"123000768","P893",2
"123000768","P9",3
"123000794","P184",3
"123000794","P235",2
"123000805","P1292",3
"123000805","P186",2
"123000805","P454",2
"123000805","P469",1
"123000805","P471",2
"123000805","P477",1
"123000805","P483",2
"123000805","P502",1
"123000805","P894",2
"123000805","P937",3
"123000820","P1031",3
"123000820","P118",3
"123000820","P149",3
"123000820","P885",3
"123000820","P887",3
"123000829","P820",3
"123000871","P116",3
"123000871","P126",3
"123000871","P138",1
"123000871","P139",1
"123000871","P54",2
"123000871","P60",3
"123000871","P82",2
"123000871","P925",2
"123000871","P966",3
"123000992","P1269",2
"123000992","P1276",2
"123000992","P1336",1
"123000992","P182",2
"123000992","P201",3
"123000992","P207",2
"123000992","P214",1
"123000992","P301",2
"123001003","P124",2
"123001004","P1096",1
"123001004","P1238",1
"123001004","P249",1
"123001004","P299",3
"123001004","P317",1
"123001004","P320",2
"123001004","P662",3
"123001004","P672",3
"123001004","P679",1
"123001004","P808",3
"123001022","P135",1
"123001022","P142",3
"123001022","P144",2
"123001022","P156",1
"123001022","P163",1
"123001022","P167",3
"123001022","P268",1
"123001022","P346",1
"123001022","P40",3
"123001041","P202",2
"123001041","P451",3
"123001041","P489",2
"123001084","P909",1
"123001084","P910",2
"123001084","P917",1
"123001084","P97",1
"123001091","P189",2
"123001091","P214",2
"123001091","P216",1
"123001091","P219",2
"123001091","P271",2
"123001117","P1398",2
"123001117","P203",2
"123001117","P205",2
"123001117","P216",1
"123001117","P254",1
"123001117","P322",3
"123001117","P42",3
"123001117","P693",1
"123001131","P133",3
"123001131","P156",3
"123001131","P169",3
"123001131","P46",1
"123001131","P877",3
"123001131","P898",3
"123001139","P100",1
"123001139","P102",3
"123001139","P138",1
"123001139","P161",3
"123001139","P40",2
"123001139","P895",1
"123001139","P953",2
"123001170","P107",2
"123001170","P156",1
"123001170","P158",2
"123001170","P174",3
"123001170","P272",1
"123001170","P795",3
"123001170","P798",3
"123001170","P911",3
"123001170","P94",2
"123001178","P169",3
"123001178","P268",3
"123001178","P269",1
"123001178","P799",2
"123001178","P82",2
"123001178","P99",3
"123001204","P1341",2
"123001204","P14",2
"123001204","P210",1
"123001204","P216",2
"123001204","P285",2
"123001204","P30",2
"123001204","P591",3
"123001204","P598",3
"123001204","P666",1
"123001217","P1055",2
"123001217","P1073",1
"123001217","P1344",1
"123001217","P727",3
"123001217","P891",1
"123001220","P1366",3
"123001220","P216",1
"123001220","P280",2
"123001220","P5",2
"123001220","P676",1
"123001226","P909",3
"123001226","P963",3
"123001226","P989",1
"123001241","P130",3
"123001241","P884",1
"123001241","P953",2
"123001241","P99",1
"123001250","P449",1
"123001250","P476",3
"123001250","P489",2
"123001250","P493",1
"123001250","P537",1
"123001250","P858",3
"123001250","P894",1
"123001252","P12",2
"123001252","P1232",2
"123001252","P1375",2
"123001252","P1463",3
"123001252","P194",2
"123001252","P282",2
"123001252","P908",1
"123001297","P1041",1
"123001297","P1073",3
"123001297","P1415",1
"123001297","P181",2
"123001297","P186",2
"123001297","P188",1
"123001297","P266",3
"123001297","P300",2
"123001297","P347",1
"123001316","P1226",1
"123001316","P5",3
"123001341","P1342",3
"123001341","P15",2
"123001341","P619",2
"123001347","P105",1
"123001347","P239",3
"123001347","P740",3
"123001420","P1320",1
"123001420","P1370",1
"123001420","P182",1
"123001420","P193",2
"123001420","P198",1
"123001420","P203",1
"123001420","P238",3
"123001420","P254",3
"123001420","P261",1
"123001427","P1317",2
"123001447","P1434",1
"123001447","P199",2
"123001627","P1337",2
"123001627","P1434",3
"123001627","P199",1
"123001627","P3",1
"123001627","P4",3
"123001627","P795",3
"123001627","P891",3
"123001627","P911",3
"123001633","P1279",1
"123001633","P627",3
"123001633","P646",2
"123001679","P883",2
"123001689","P705",1
"123001689","P922",2
"123001789","P1249",1
"123001789","P198",2
"123001789","P329",1
"123001794","P1352",2
"123001794","P1414",3
"123001794","P693",3
"123001794","P807",1
"123001822","P1220",3
"123001822","P156",2
"123001822","P158",2
"123001826","P1033",2
"123001826","P1257",1
"123001826","P1465",3
"123001826","P199",2
"123001826","P8",3
"123001826","P883",3
"123001826","P907",2
"123001826","P908",1
"123001849","P793",3
"123001849","P808",1
"123001878","P1292",3
"123001878","P239",2
"123001878","P281",3
"123001878","P310",2
"123001878","P347",1
"123001878","P349",2
"123001878","P705",1
"123001938","P112",3
"123001938","P119",1
"123001938","P236",2
"123002264","P106",3
"123002264","P133",2
"123002264","P241",3
"123002264","P317",2
"123002264","P37",1
"123002264","P84",2
"123002272","P1",2
"123002272","P1312",2
"123002272","P1415",1
"123002272","P25",3
"123002272","P922",3
"123002352","P117",3
"123002352","P140",2
"123002352","P142",2
"123002352","P167",2
"123002352","P170",2
"123002352","P267",3
"123002352","P317",3
"123002451","P1056",2
"123002451","P154",1
"123002451","P161",2
"123002451","P84",1
"123002462","P1042",3
"123002462","P118",3
"123002462","P54",1
"123002462","P57",3
"123002462","P74",3
"123002542","P475",2
"123002542","P90",2
"123002542","P918",2
"123002542","P92",3
"123002551","P1039",2
"123002551","P117",3
"123002551","P1220",2
"123002551","P142",1
"123002551","P36",3
"123002551","P40",2
"123002578","P1312",3
"123002578","P226",3
"123002578","P267",2
"123002578","P705",2
"123002589","P1347",1
"123002589","P209",1
"123002589","P238",1
"123002589","P254",1
"123002589","P293",2
"123002589","P45",2
"123002589","P585",1
"123002589","P907",2
"123002732","P796",3
"123002732","P961",1
"123002754","P1324",3
"123002754","P210",3
"123002754","P216",3
"123002754","P220",1
"123002754","P820",2
"123002759","P161",2
"123002759","P547",1
"123002759","P73",2
"123002759","P86",2
"123002759","P966",2
"123002801","P451",2
"123002851","P1073",3
"123002851","P1191",1
"123002851","P1412",1
"123002851","P494",2
"123002851","P510",1
"123002851","P533",1
"123002851","P902",3
"123002851","P943",2
"123002971","P105",3
"123002971","P112",2
"123002971","P115",2
"123002971","P120",1
"123002971","P148",3
"123002971","P169",2
"123002971","P171",2
"123002971","P328",3
"123003088","P1352",1
"123003088","P1370",1
"123003088","P23",2
"123003088","P584",2
"123003140","P1310",2
"123003140","P1331",2
"123003140","P1414",1
"123003140","P207",3
"123003140","P249",1
"123003140","P26",1
"123003140","P266",1
"123003140","P301",2
"123003140","P31",1
"123003140","P328",2
"123003308","P116",3
"123003308","P129",3
"123003308","P161",2
"123003308","P37",2
"123003308","P60",2
"123003308","P82",1
"123003308","P877",1
"123003308","P898",1
"123003308","P99",1
"123003329","P1036",3
"123003329","P1073",3
"123003329","P1342",2
"123003329","P28",1
"123003329","P29",3
"123003329","P697",3
"123003329","P799",1
"123003329","P971",3
"123003344","P1055",1
"123003344","P1325",3
"123003344","P24",1
"123003344","P30",2
"123003344","P799",1
"123003344","P884",1
"123003344","P885",3
"123003347","P1073",3
"123003347","P1086",1
"123003347","P1317",3
"123003347","P1338",3
"123003347","P18",1
"123003347","P25",2
"123003347","P5",1
"123003347","P727",3
"123003347","P794",2
"123003347","P9",1
"123003398","P193",2
"123003398","P266",2
"123003398","P267",3
"123003398","P323",1
"123003398","P325",3
"123003398","P328",3
"123003398","P343",1
"123003398","P347",1
"123003436","P10",1
"123003436","P1232",2
"123003436","P1293",3
"123003436","P1342",2
"123003436","P795",3
"123003436","P907",3
"123003436","P922",1
"123003470","P130",3
"123003470","P133",3
"123003470","P174",1
"123003470","P267",1
"123003470","P349",3
"123003470","P36",2
"123003470","P641",3
"123003478","P133",3
"123003478","P135",3
"123003478","P161",2
"123003478","P304",2
"123003490","P112",1
"123003490","P1220",3
"123003490","P159",1
"123003490","P84",2
"123003490","P966",2
"123003562","P132",3
"123003562","P154",1
"123003562","P163",1
"123003562","P57",3
"123003562","P898",3
"123003562","P966",2
"123003566","P883",1
"123003584","P102",1
"123003584","P112",3
"123003584","P156",2
"123003584","P158",2
"123003584","P179",3
"123003584","P180",2
"123003584","P794",2
"123003584","P82",3
"123003607","P1465",3
"123003607","P25",3
"123003607","P680",1
"123003607","P697",3
"123003607","P799",2
"123003607","P895",3
"123003607","P971",2
"123003638","P1220",3
"123003638","P124",3
"123003656","P1269",3
"123003656","P255",2
"123003656","P272",1
"123003656","P41",1
"123003709","P1232",1
"123003709","P1337",2
"123003709","P1344",2
"123003709","P1389",2
"123003709","P1438",3
"123003709","P24",2
"123003709","P30",1
"123003709","P667",3
"123003709","P936",1
"123003709","P953",2
"123003780","P1096",1
"123003780","P1316",2
"123003780","P1324",2
"123003780","P182",2
"123003780","P26",2
"123003780","P292",3
"123003780","P308",3
"123003780","P666",2
"123003780","P808",3
"123003981","P1244",2
"123003981","P205",1
"123003981","P261",3
"123003981","P311",3
"123003981","P315",3
"123003981","P322",1
"123003981","P693",3
"123003990","P130",2
"123003990","P268",3
"123004009","P107",3
"123004009","P131",3
"123004009","P300",1
"123004009","P36",1
"123004009","P694",3
"123004009","P73",1
"123004009","P94",1
"123004047","P318",3
"123004047","P631",1
"123004047","P837",2
"123004073","P1361",1
"123004073","P307",1
"123004074","P112",2
"123004074","P126",1
"123004074","P171",2
"123004074","P740",2
"123004074","P795",2
"123004074","P798",1
"123004126","P106",3
"123004126","P115",2
"123004126","P148",2
"123004126","P152",3
"123004126","P156",3
"123004126","P159",3
"123004137","P1036",3
"123004137","P267",3
"123004137","P343",1
"123004179","P1427",3
"123004228","P1227",2
"123004228","P1352",3
"123004228","P672",3
"123004228","P929",2
"123004344","P1402",2
"123004344","P216",1
"123004344","P276",3
"123004344","P354",1
"123004344","P915",3
"123004408","P1310",3
"123004408","P1327",1
"123004408","P227",2
"123004408","P263",1
"123004408","P280",3
"123004408","P291",1
"123004408","P630",3
"123004408","P666",3
"123004408","P702",1
"123004448","P121",3
"123004448","P124",1
"123004448","P125",1
"123004448","P150",1
"123004448","P180",1
"123004448","P241",1
"123004474","P100",3
"123004474","P1354",2
"123004474","P138",3
"123004474","P161",1
"123004474","P57",3
"123004474","P911",1
"123004572","P150",1
"123004612","P1356",3
"123004612","P646",3
"123004639","P6",3
"123004639","P885",2
"123004674","P1232",2
"123004674","P24",1
"123004674","P495",1
"123004674","P511",2
"123004674","P512",1
"123004674","P915",1
"123004679","P1036",3
"123004679","P1232",3
"123004679","P1438",2
"123004679","P15",1
"123004679","P19",1
"123004679","P25",2
"123004679","P797",2
"123004679","P883",2
"123004679","P891",1
"123004679","P936",3
"123004710","P699",3
"123004710","P895",1
"123004710","P971",2
"123004721","P1041",1
"123004721","P1316",3
"123004721","P1352",2
"123004721","P291",3
"123004753","P121",3
"123004753","P139",2
"123004753","P273",1
"123004753","P349",2
"123004753","P36",3
"123004753","P73",3
"123004763","P119",1
"123004763","P1220",2
"123004763","P1354",3
"123004763","P169",1
"123004763","P255",1
"123004763","P883",2
"123004763","P99",3
"123004769","P102",3
"123004769","P120",3
"123004769","P124",2
"123004769","P161",2
"123004769","P325",3
"123004769","P799",3
"123004769","P895",2
"123004769","P971",3
"123004779","P798",2
"123004797","P187",1
"123004819","P11",3
"123004819","P1302",1
"123004819","P1361",3
"123004819","P1398",1
"123004819","P23",3
"123004819","P28",3
"123004819","P466",2
"123004895","P22",3
"123004895","P221",1
"123004918","P1072",1
"123004918","P125",2
"123004918","P135",2
"123004918","P1354",1
"123004918","P167",2
"123004918","P168",1
"123004918","P795",2
"123004918","P799",1
"123004918","P961",2
"123004972","P1251",3
"123004972","P1356",2
"123004972","P17",2
"123004972","P210",2
"123004972","P224",1
"123004972","P238",2
"123004972","P315",2
"123005027","P1226",1
"123005027","P1303",2
"123005027","P1316",2
"123005027","P1353",2
"123005027","P205",3
"123005027","P253",3
"123005027","P832",2
"123005080","P1001",2
"123005080","P1414",1
"123005080","P1416",2
"123005080","P1442",1
"123005080","P23",1
"123005080","P474",3
"123005080","P661",3
"123005115","P183",2
"123005115","P193",3
"123005115","P196",3
"123005115","P197",3
"123005115","P281",1
"123005115","P331",2
"123005115","P343",2
"123005115","P349",3
"123005115","P699",3
"123005115","P807",2
"123005129","P169",1
"123005129","P180",1
"123005129","P794",3
"123005129","P80",3
"123005129","P887",2
"123005139","P1442",3
"123005228","P1225",3
"123005228","P1316",1
"123005228","P183",1
"123005228","P220",1
"123005228","P31",1
"123005228","P315",2
"123005228","P793",2
"123005254","P105",2
"123005254","P1072",1
"123005254","P112",3
"123005254","P119",2
"123005254","P163",1
"123005254","P170",2
"123005254","P174",1
"123005254","P740",3
"123005268","P11",2
"123005268","P1310",3
"123005268","P4",2
"123005268","P5",2
"123005268","P591",1
"123005268","P683",2
"123005268","P690",1
"123005268","P832",1
"123005268","P837",3
"123005333","P1342",2
"123005333","P1456",1
"123005333","P16",2
"123005333","P199",3
"123005333","P664",2
"123005333","P690",3
"123005333","P884",1
"123005333","P936",2
"123005333","P961",1
"123005392","P338",3
"123005392","P805",2
"123005421","P1014",2
"123005421","P1073",1
"123005421","P530",2
"123005421","P533",1
"123005421","P703",2
"123005421","P90",1
"123005440","P1085",2
"123005440","P1125",3
"123005440","P117",3
"123005440","P149",3
"123005440","P164",3
"123005440","P694",3
"123005440","P740",3
"123005473","P1279",1
"123005473","P479",3
"123005473","P495",1
"123005473","P915",1
"123005473","P921",3
"123005473","P950",2
"123005475","P1402",3
"123005475","P42",3
"123005475","P462",3
"123005475","P464",1
"123005475","P467",3
"123005475","P470",1
"123005475","P508",2
"123005475","P535",2
"123005475","P918",3
"123005496","P1316",1
"123005496","P1352",2
"123005496","P203",1
"123005496","P210",3
"123005496","P289",2
"123005496","P293",1
"123005496","P318",2
"123005496","P322",2
"123005496","P329",3
"123005496","P936",3
"123005500","P186",2
"123005500","P201",1
"123005500","P460",1
"123005500","P461",3
"123005500","P476",3
"123005500","P535",2
"123005500","P876",1
"123005500","P930",2
"123005534","P239",1
"123005534","P255",1
"123005538","P197",3
"123005538","P905",1
"123005538","P946",3
"123005548","P174",3
"123005548","P239",1
"123005548","P99",3
"123005552","P1320",1
"123005552","P202",3
"123005552","P247",1
"123005552","P254",3
"123005552","P295",3
"123005552","P301",2
"123005552","P662",1
"123005552","P700",3
"123005569","P494",3
"123005569","P495",2
"123005569","P501",1
"123005569","P514",3
"123005569","P928",3
"123005569","P989",2
"123005575","P1067",1
"123005575","P1132",2
"123005575","P1302",2
"123005575","P1366",3
"123005575","P24",1
"123005575","P280",1
"123005575","P295",1
"123005575","P907",3
"123005591","P112",3
"123005591","P117",2
"123005591","P154",3
"123005591","P167",1
"123005591","P885",2
"123005591","P911",3
"123005591","P971",2
"123005605","P1067",1
"123005605","P127",2
"123005605","P202",1
"123005605","P247",2
"123005605","P301",1
"123005605","P449",3
"123005605","P646",1
"123005605","P662",3
"123005605","P963",3
"123005612","P520",2
"123005638","P1244",3
"123005638","P1398",3
"123005638","P1414",2
"123005638","P216",3
"123005638","P355",2
"123005695","P1041",3
"123005719","P327",3
"123005731","P471",3
"123005731","P479",1
"123005731","P511",1
"123005731","P667",1
"123005731","P963",3
"123005769","P26",1
"123005769","P301",1
"123005769","P43",3
"123005769","P497",3
"123005769","P505",2
"123005769","P703",3
"123005769","P820",3
"123005769","P858",1
"123005769","P907",3
"123005788","P104",2
"123005788","P115",3
"123005788","P116",2
"123005788","P135",1
"123005788","P73",3
"123005788","P898",2
"123005797","P104",3
"123005797","P112",2
"123005797","P119",1
"123005797","P120",1
"123005797","P151",2
"123005797","P161",3
"123005797","P163",3
"123005797","P40",2
"123005797","P82",2
"123005797","P898",3
"123005812","P10",2
"123005812","P194",2
"123005812","P30",2
"123005812","P908",3
"123005831","P1036",1
"123005831","P182",3
"123005831","P188",2
"123005831","P272",2
"123005831","P273",1
"123005831","P281",3
"123005831","P317",3
"123005831","P343",2
"123005831","P727",3
"123005831","P807",1
"123005845","P111",2
"123005845","P1148",3
"123005845","P188",3
"123005845","P474",2
"123005845","P516",1
"123005845","P535",2
"123005845","P703",1
"123005845","P858",1
"123005845","P879",1
"123005845","P917",1
"123005849","P1227",3
"123005849","P247",2
"123005849","P27",3
"123005863","P1036",3
"123005863","P1324",3
"123005863","P1368",2
"123005863","P205",3
"123005863","P216",1
"123005863","P227",2
"123005863","P271",2
"123005863","P672",2
"123005863","P807",2
"123005863","P820",2
"123005869","P161",3
"123005869","P180",3
"123005880","P17",2
"123005880","P213",1
"123005880","P227",3
"123005880","P261",1
"123005880","P591",2
"123005880","P7",2
"123005880","P8",1
"123005880","P842",2
"123005964","P661",1
"123005964","P921",1
"123005969","P238",1
"123005969","P28",3
"123005969","P45",3
"123005969","P585",2
"123005969","P808",1
"123005983","P1030",2
"123005983","P112",3
"123005983","P121",2
"123005983","P126",1
"123005983","P131",2
"123005983","P74",3
"123005983","P740",3
"123005983","P86",1
"123005983","P887",2
"123005991","P130",1
"123005991","P136",3
"123005991","P140",3
"123005991","P168",1
"123005991","P82",1
"123005991","P884",3
"123005991","P890",2
"123005991","P922",2
"123006013","P189",2
"123006013","P200",2
"123006013","P293",3
"123006025","P1415",2
"123006025","P269",3
"123006025","P699",1
"123006025","P807",3
"123006075","P108",2
"123006075","P479",1
"123006075","P909",1
"123006075","P917",3
"123006109","P1039",2
"123006109","P1072",2
"123006109","P74",2
"123006109","P885",1
"123006110","P1225",1
"123006110","P1366",1
"123006110","P205",2
"123006110","P222",2
"123006110","P223",2
"123006110","P289",2
"123006110","P304",1
"123006110","P325",1
"123006110","P662",3
"123006121","P288",1
"123006121","P295",1
"123006121","P503",1
"123006121","P535",3
"123006121","P700",2
"123006121","P72",3
"123006121","P989",3
"123006126","P115",3
"123006193","P10",2
"123006193","P12",3
"123006193","P1293",1
"123006193","P1303",1
"123006193","P202",3
"123006193","P282",3
"123006193","P329",1
"123006229","P989",3
"123006250","P1055",1
"123006250","P1125",3
"123006250","P331",3
"123006250","P885",3
"123006306","P115",2
"123006306","P120",3
"123006306","P161",3
"123006306","P171",3
"123006306","P267",1
"123006306","P346",3
"123006306","P50",3
"123006306","P99",3
"123006315","P1347",1
"123006315","P42",3
"123006315","P906",3
"123006324","P183",2
"123006324","P187",3
"123006324","P215",1
"123006324","P249",1
"123006324","P295",1
"123006324","P31",1
"123006335","P116",2
"123006335","P140",3
"123006335","P161",1
"123006335","P169",2
"123006335","P325",2
"123006335","P99",1
"123006368","P1225",2
"123006368","P1252",1
"123006368","P220",1
"123006368","P223",3
"123006368","P291",1
"123006368","P301",1
"123006368","P662",1
"123006368","P793",3
"123006368","P820",2
"123006372","P114",2
"123006372","P187",3
"123006372","P462",3
"123006372","P468",3
"123006372","P511",3
"123006372","P543",2
"123006372","P923",3
"123006372","P979",2
"123006372","P989",2
"123006387","P1316",2
"123006387","P14",1
"123006387","P203",2
"123006387","P261",1
"123006387","P28",3
"123006387","P685",3
"123006398","P1225",2
"123006398","P1415",1
"123006398","P182",1
"123006398","P192",2
"123006398","P198",2
"123006398","P214",2
"123006398","P216",2
"123006398","P223",3
"123006398","P683",1
"123006408","P105",1
"123006408","P106",3
"123006408","P120",3
"123006408","P131",1
"123006408","P137",2
"123006408","P159",1
"123006408","P179",3
"123006408","P255",2
"123006408","P699",2
"123006429","P1238",3
"123006429","P1330",1
"123006429","P203",3
"123006429","P205",2
"123006429","P216",2
"123006429","P257",3
"123006429","P271",3
"123006429","P347",3
"123006429","P693",2
"123006439","P1031",1
"123006439","P199",2
"123006439","P5",1
"123006439","P685",3
"123006537","P1042",1
"123006537","P1347",1
"123006537","P2",1
"123006561","P1041",1
"123006561","P249",3
"123006578","P104",2
"123006578","P106",2
"123006578","P116",2
"123006578","P118",1
"123006578","P120",3
"123006578","P136",3
"123006578","P154",3
"123006578","P325",2
"123006578","P84",2
"123006578","P98",1
"123006600","P73",2
"123006612","P118",2
"123006612","P126",1
"123006612","P154",2
"123006612","P161",3
"123006612","P37",1
"123006612","P57",3
"123006672","P1073",1
"123006672","P186",1
"123006672","P193",1
"123006672","P464",1
"123006672","P501",3
"123006672","P517",3
"123006672","P916",3
"123006672","P92",1
"123006697","P1244",1
"123006697","P1293",2
"123006697","P1341",3
"123006697","P1356",1
"123006697","P218",2
"123006697","P27",1
"123006697","P585",1
"123006697","P679",2
"123006697","P837",3
"123006707","P205",2
"123006707","P460",2
"123006875","P266",3
"123006875","P268",1
"123006875","P269",3
"123006875","P272",1
"123006876","P183",1
"123006876","P185",3
"123006876","P197",3
"123006876","P236",2
"123006876","P269",3
"123006876","P331",3
"123006879","P1302",2
"123006879","P1336",1
"123006879","P1434",1
"123006879","P327",1
"123006879","P565",2
"123006879","P592",2
"123006879","P601",2
"123006879","P605",1
"123006879","P793",2
"123006897","P1225",3
"123006897","P461",1
"123006897","P480",3
"123006897","P497",1
"123006897","P515",3
"123006928","P1073",3
"123006928","P18",2
"123006928","P2",3
"123006928","P307",1
"123006928","P887",2
"123006928","P893",3
"123006932","P100",3
"123006932","P136",3
"123006932","P57",1
"123006932","P80",3
"123006932","P925",3
"123006932","P966",2
"123006945","P1125",1
"123006945","P142",3
"123006945","P705",2
"123006945","P74",2
"123006965","P282",2
"123006965","P491",2
"123006965","P538",3
"123006965","P543",1
"123006965","P85",3
"123006992","P1270",2
"123006992","P183",3
"123006992","P198",3
"123006992","P200",2
"123006992","P201",3
"123006992","P226",3
"123006992","P310",1
"123006992","P936",1
"123007022","P11",1
"123007022","P1331",2
"123007022","P1416",2
"123007022","P1441",1
"123007022","P214",1
"123007022","P227",2
"123007022","P485",2
"123007022","P918",3
"123007135","P115",3
"123007135","P124",1
"123007135","P148",2
"123007135","P149",2
"123007135","P179",1
"123007135","P74",3
"123007135","P792",3
"123007135","P797",1
"123007135","P961",2
"123007162","P167",2
"123007162","P346",3
"123007173","P19",2
"123007173","P261",1
"123007173","P468",3
"123007173","P658",3
"123007230","P227",3
"123007230","P310",2
"123007231","P1030",3
"123007231","P1085",1
"123007231","P136",3
"123007231","P161",1
"123007231","P169",1
"123007265","P1067",2
"123007265","P108",3
"123007265","P1337",3
"123007265","P1416",3
"123007265","P16",1
"123007265","P209",3
"123007265","P214",3
"123007265","P25",2
"123007265","P450",1
"123007265","P83",2
"123007315","P1370",2
"123007315","P304",1
"123007315","P320",3
"123007315","P41",1
"123007315","P709",1
"123007315","P805",3
"123007369","P236",1
"123007369","P281",1
"123007380","P269",2
"123007390","P1042",3
"123007390","P124",2
"123007390","P153",2
"123007390","P154",3
"123007390","P740",1
"123007390","P792",2
"123007390","P922",1
"123007390","P953",1
"123007390","P961",1
"123007451","P1317",1
"123007451","P1456",3
"123007451","P911",3
"123007475","P1238",1
"123007475","P1398",1
"123007475","P203",2
"123007475","P238",2
"123007475","P280",1
"123007475","P292",1
"123007475","P322",3
"123007475","P658",1
"123007494","P1322",1
"123007494","P219",1
"123007494","P327",1
"123007494","P450",2
"123007494","P451",3
"123007494","P709",1
"123007494","P832",1
"123007494","P9",3
"123007573","P116",3
"123007573","P148",2
"123007573","P150",1
"123007573","P151",3
"123007573","P168",1
"123007573","P170",1
"123007573","P179",2
"123007573","P86",1
"123007573","P94",2
"123007583","P1235",3
"123007583","P1263",2
"123007583","P1279",2
"123007583","P194",3
"123007583","P237",3
"123007583","P27",3
"123007583","P271",3
"123007583","P646",2
"123007583","P690",3
"123007583","P808",3
"123007641","P1067",2
"123007641","P1416",3
"123007641","P295",3
"123007660","P1336",3
"123007660","P235",2
"123007660","P572",2
"123007660","P670",3
"123007678","P158",3
"123007678","P80",3
"123007729","P1235",3
"123007729","P1269",1
"123007729","P219",1
"123007729","P27",2
"123007729","P282",1
"123007729","P329",3
"123007729","P832",3
"123007729","P842",2
"123007729","P891",2
"123007740","P1316",3
"123007740","P31",1
"123007740","P456",2
"123007740","P501",2
"123007759","P116",1
"123007759","P133",2
"123007759","P310",3
"123007759","P346",3
"123007759","P347",3
"123007759","P895",3
"123007800","P205",1
"123007800","P219",1
"123007800","P226",1
"123007800","P238",3
"123007800","P325",2
"123007800","P699",1
"123007800","P820",3
"123007800","P832",1
"123007814","P1251",1
"123007814","P1320",2
"123007814","P237",2
"123007814","P662",1
"123007850","P207",2
"123007850","P22",1
"123007867","P662",3
"123007867","P666",3
"123007867","P709",1
"123007872","P120",1
"123007872","P1220",3
"123007872","P153",3
"123007935","P1322",1
"123007935","P289",3
"123007938","P16",1
"123007938","P19",2
"123007938","P517",3
"123007938","P535",2
"123007938","P832",3
"123007938","P85",1
"123007938","P894",2
"123007945","P105",3
"123007945","P125",3
"123007945","P130",2
"123007945","P966",3
